file	line	surface	text
scripts/bonuses/effectManager.js	3421	notification	${bonusData.name}: no Uses set - consumed on first use.
scripts/bonuses/effectManager.js	372	dialog-title	Edit ${title}
scripts/bonuses/effectManager.js	483	dialog-title	Pick Status
scripts/bonuses/effectManager.js	794	dialog-title	Select Item on ${targetToken.name}
scripts/bonuses/effectManager.js	1815	dialog-title	Effect Manager
scripts/bonuses/effectManager.js	2239	dialog-title	Condition
scripts/bonuses/effectManager.js	2240	dialog-title	Apply-to Condition
scripts/bonuses/effectManager.js	2241	dialog-title	Consumption Evaluate
scripts/bonuses/effectManager.js	2242	dialog-title	Consumption Evaluate
scripts/bonuses/effectManager.js	2243	dialog-title	Active Effect Changes
scripts/bonuses/effectManager.js	2264	dialog-title	Save Preset
scripts/bonuses/effectManager.js	2285	dialog-title	Preset Exists
scripts/bonuses/effectManager.js	2480	dialog-title	Extract Code
scripts/bonuses/effectManager.js	2556	dialog-title	Code
scripts/bonuses/effectManager.js	3181	dialog-title	Select Item on ${targetToken.name}
scripts/bonuses/effectManager.js	102	ui-label	Add Value
scripts/bonuses/effectManager.js	103	ui-label	Override Value
scripts/bonuses/effectManager.js	104	ui-label	Change All Ranges
scripts/bonuses/effectManager.js	107	ui-label	Add Value
scripts/bonuses/effectManager.js	108	ui-label	Override Value
scripts/bonuses/effectManager.js	111	ui-label	Bonus
scripts/bonuses/effectManager.js	113	ui-label	Replace
scripts/bonuses/effectManager.js	114	ui-label	Change Type
scripts/bonuses/effectManager.js	117	ui-label	Weapon damage
scripts/bonuses/effectManager.js	118	ui-label	Bonus damage
scripts/bonuses/effectManager.js	119	ui-label	Both
scripts/bonuses/effectManager.js	123	ui-label	Replace
scripts/bonuses/effectManager.js	383	ui-label	Save
scripts/bonuses/effectManager.js	393	ui-label	Cancel
scripts/bonuses/effectManager.js	495	ui-label	<i class="fas fa-check"></i> Confirm
scripts/bonuses/effectManager.js	506	ui-label	<i class="fas fa-times"></i> Cancel
scripts/bonuses/effectManager.js	524	ui-label	On Attack
scripts/bonuses/effectManager.js	525	ui-label	On Hit
scripts/bonuses/effectManager.js	526	ui-label	On Miss
scripts/bonuses/effectManager.js	527	ui-label	On Pre Damage
scripts/bonuses/effectManager.js	528	ui-label	On Damage
scripts/bonuses/effectManager.js	529	ui-label	On Tech Attack
scripts/bonuses/effectManager.js	530	ui-label	On Tech Hit
scripts/bonuses/effectManager.js	531	ui-label	On Move
scripts/bonuses/effectManager.js	532	ui-label	On Pre Move
scripts/bonuses/effectManager.js	533	ui-label	On Init Activation
scripts/bonuses/effectManager.js	534	ui-label	On Activation
scripts/bonuses/effectManager.js	535	ui-label	On Init End Activation
scripts/bonuses/effectManager.js	536	ui-label	On End Activation
scripts/bonuses/effectManager.js	537	ui-label	On Deploy
scripts/bonuses/effectManager.js	538	ui-label	On Check
scripts/bonuses/effectManager.js	539	ui-label	On Heat
scripts/bonuses/effectManager.js	540	ui-label	On HP Loss
scripts/bonuses/effectManager.js	541	ui-label	On Turn Start
scripts/bonuses/effectManager.js	542	ui-label	On Turn End
scripts/bonuses/effectManager.js	543	ui-label	On Round Start
scripts/bonuses/effectManager.js	544	ui-label	On Enter Combat
scripts/bonuses/effectManager.js	545	ui-label	On Exit Combat
scripts/bonuses/effectManager.js	546	ui-label	On Pre Status Applied
scripts/bonuses/effectManager.js	547	ui-label	On Pre Status Removed
scripts/bonuses/effectManager.js	548	ui-label	On Status Applied
scripts/bonuses/effectManager.js	549	ui-label	On Status Removed
scripts/bonuses/effectManager.js	805	ui-label	<i class="fas fa-times"></i> Cancel
scripts/bonuses/effectManager.js	2267	ui-label	Save
scripts/bonuses/effectManager.js	2268	ui-label	Cancel
scripts/bonuses/effectManager.js	2288	ui-label	Overwrite
scripts/bonuses/effectManager.js	2289	ui-label	Cancel
scripts/bonuses/effectManager.js	2491	ui-label	Copy
scripts/bonuses/effectManager.js	2500	ui-label	Close
scripts/bonuses/effectManager.js	3192	ui-label	<i class="fas fa-times"></i> Cancel
scripts/bonuses/effectManager.js	673	placeholder	e.g. mw_assault_rifle
scripts/bonuses/effectManager.js	680	placeholder	Item ID
scripts/bonuses/effectManager.js	687	placeholder	e.g. Boost
scripts/bonuses/effectManager.js	696	placeholder	e.g. lockon, shredded
scripts/bonuses/effectManager.js	1213	placeholder	Search effects...
scripts/bonuses/effectManager.js	1242	placeholder	Optional note
scripts/bonuses/effectManager.js	1277	placeholder	Status Name
scripts/bonuses/effectManager.js	1293	placeholder	Shown when the status is hovered
scripts/bonuses/effectManager.js	1311	placeholder	Optional note
scripts/bonuses/effectManager.js	1370	placeholder	Auto (based on bonus type)
scripts/bonuses/effectManager.js	1392	placeholder	Infinite
scripts/bonuses/effectManager.js	1440	placeholder	e.g. mw_assault_rifle
scripts/bonuses/effectManager.js	1447	placeholder	Item ID
scripts/bonuses/effectManager.js	1454	placeholder	e.g. Boost
scripts/bonuses/effectManager.js	1459	placeholder	e.g. lockon, shredded
scripts/bonuses/effectManager.js	1477	placeholder	e.g. hull
scripts/bonuses/effectManager.js	1646	placeholder	Search effects...
scripts/bonuses/effectManager.js	1760	placeholder	e.g. mb_knife, cqb_shotgun
scripts/bonuses/effectManager.js	1767	placeholder	Item ID
scripts/bonuses/effectManager.js	1776	placeholder	Token IDs
scripts/bonuses/effectManager.js	671	tooltip	Only consume a charge when this specific item is used. Leave empty to consume on any item.
scripts/bonuses/effectManager.js	678	tooltip	Only consume a charge when this specific item (by actor item ID) is used.
scripts/bonuses/effectManager.js	686	tooltip	Only consume a charge when this specific action is activated, e.g. Boost.
scripts/bonuses/effectManager.js	694	tooltip	Only consume when one of these statuses is applied or removed (comma-separated).
scripts/bonuses/effectManager.js	701	tooltip	Consume when the origin did the action, or was targeted by it.
scripts/bonuses/effectManager.js	1394	tooltip	Burn 1 use only when this bonus actually applies
scripts/bonuses/effectManager.js	1438	tooltip	Only consume a charge when this specific item is used. Leave empty to consume on any item.
scripts/bonuses/effectManager.js	1445	tooltip	Only consume a charge when this specific item (by actor item ID) is used.
scripts/bonuses/effectManager.js	1453	tooltip	Only consume a charge when this specific action is activated.
scripts/bonuses/effectManager.js	1457	tooltip	Only consume when one of these statuses is applied or removed (comma-separated).
scripts/bonuses/effectManager.js	1464	tooltip	Consume when the bearer did the action, or was targeted by it.
scripts/bonuses/effectManager.js	1758	tooltip	Only apply this bonus when using these specific items (by LID). Leave empty to apply to all weapons.
scripts/bonuses/effectManager.js	1765	tooltip	Apply this bonus selectively to a specific item ID on an actor.
scripts/bonuses/effectManager.js	1774	tooltip	Apply this bonus to specific token IDs. Use the selector to pick tokens from the map.
scripts/bonuses/effectManager.js	1781	tooltip	If checked, this bonus is applied by the target to the attacker. Useful for debuffing attackers.
scripts/bonuses/effectManager.js	2286	html-content	<p style="padding:6px 8px;">A preset named "${name}" already exists. Overwrite?</p>
scripts/bonuses/flagged-effects.js	189	notification	There must be an active GM for this to work.
scripts/bonuses/flagged-effects.js	416	notification	Effect ${effectName} not found
scripts/bonuses/flagged-effects.js	462	notification	Increased stack of ${statusEffect.name} on ${target.name} to ${newStack}.
scripts/bonuses/flagged-effects.js	599	notification	No effect name(s) specified!
scripts/bonuses/flagged-effects.js	611	notification	Out of combat: ${names} duration will not tick.
scripts/bonuses/flagged-effects.js	709	notification	${token.name} already has ${effectNameForLog.split('.').pop()}!
scripts/bonuses/flagged-effects.js	714	notification	${token.name} already has ${effectNameForLog.split('.').pop()} (Group/Bonus conflict)!
scripts/bonuses/flagged-effects.js	719	notification	${token.name} already has ${effectNameForLog.split('.').pop()}!
scripts/bonuses/flagged-effects.js	838	notification	Effect ${effectName} not found
scripts/bonuses/flagged-effects.js	1325	notification	No effect name(s) specified for removal!
scripts/bonuses/flagged-effects.js	1719	notification	No tokens provided for effect removal!
scripts/bonuses/flagged-effects.js	1721	notification	Removing all effects from ${tokens.length} tokens...
scripts/bonuses/flagged-effects.js	928	prose-field	From ${sourceDoc.name}
scripts/bonuses/genericBonuses.js	1713	tooltip	Add global accuracy
scripts/bonuses/genericBonuses.js	1714	tooltip	Add global difficulty
scripts/bonuses/genericBonuses.js	2196	tooltip	Add a bonus damage type
scripts/bonuses/genericBonuses.js	2253	tooltip	Add a bonus damage type
scripts/bonuses/genericBonuses.js	2366	tooltip	Add a bonus damage type
scripts/bonuses/genericBonuses.js	2615	tooltip	Knockback
scripts/bonuses/genericBonuses.js	255	prose-field	Granted by bonus: ${bonus.name}
scripts/bonuses/genericBonuses.js	3038	prose-field	Linked to Global Bonus: ${bonusData.name}
scripts/bonuses/infection.js	216	notification	Infection flow requires the actor to have a token in the scene
scripts/bonuses/infection.js	264	notification	Could not find StatRollFlow for infection check.
scripts/bonuses/infection.js	390	notification	${state.actor.name}: Infection cleared by stabilize.
scripts/bonuses/infection.js	671	notification	${tokenName} took ${heat} Heat from Infection.
scripts/bonuses/infection.js	767	notification	No infection to check.
scripts/bonuses/infection.js	268	dialog-title	INFECTION :: SYS
scripts/bonuses/infection.js	352	dialog-title	Infection Heat
scripts/bonuses/infection.js	753	tooltip	Roll an infection check and generate heat damage
scripts/bonuses/infection.js	695	html-content	             <div class="card clipped-bot" style="margin:0">                 <div class="lancer-header lancer-primary" style="padding:4px 8px;">                     <i class="cci cci-infection i--m"></i> INFECTION                 </div>                 <div class="effect-text" style="padding:4px 8px;">                     ${actor.name} takes <b>${amount} Heat</b> from Infection and marks <b>${amount} Infection</b>.                     (Total: ${currentInfection + amount})                 </div>             </div>
scripts/combat/actor-change-hooks.js	119	dialog-title	HP MODIFIED
scripts/combat/actor-change-hooks.js	234	dialog-title	HEAT MODIFIED
scripts/combat/grapple.js	402	notification	${target.name} is immune to grapple — grapple has no effect.
scripts/combat/grapple.js	730	notification	${reactorToken.name} is not grappled.
scripts/combat/grapple.js	776	notification	${reactorToken.name} breaks free from ${chosenGrappler.name}!
scripts/combat/grapple.js	781	notification	${reactorToken.name} fails to break free from ${chosenGrappler.name}.
scripts/combat/grapple.js	339	dialog-title	Grapple
scripts/combat/grapple.js	352	dialog-title	End Grapple
scripts/combat/grapple.js	366	dialog-title	Break Free
scripts/combat/grapple.js	376	dialog-title	GRAPPLE
scripts/combat/grapple.js	461	dialog-title	GRAPPLE — Follow Movement
scripts/combat/grapple.js	634	dialog-title	GRAPPLE CONTEST
scripts/combat/grapple.js	654	dialog-title	GRAPPLE CONTEST - HULL vs HULL
scripts/combat/grapple.js	747	dialog-title	BREAK FREE
scripts/combat/grapple.js	766	dialog-title	BREAK FREE - HULL vs HULL
scripts/combat/grapple.js	97	prose-field	Grapple
scripts/combat/grapple.js	106	prose-field	Grapple
scripts/combat/grapple.js	145	prose-field	Grappled by ${grappler.name}
scripts/combat/grapple.js	333	prose-field	Grapple (Melee Attack)
scripts/combat/grapple.js	345	prose-field	End Grapple (Free Action)
scripts/combat/grapple.js	354	prose-field	End your grapple as a free action.
scripts/combat/grapple.js	359	prose-field	Break Free (Quick Action)
scripts/combat/grapple.js	368	prose-field	Attempt to break free from a grapple with a contested HULL check.
scripts/combat/grapple.js	377	prose-field	Choose a grapple action:
scripts/combat/grapple.js	462	prose-field	Place ${tokensToMove.map(t => t.name).join(', ')} to follow ${reactorToken.name}.
scripts/combat/grapple.js	635	prose-field	${reactorToken.name}: Make a HULL check to determine who controls the grapple. On success your side counts as larger — the other side becomes IMMOBILIZED.
scripts/combat/grapple.js	638	prose-field	Contest Grapple (HULL Check)
scripts/combat/grapple.js	679	prose-field	Skip Contest
scripts/combat/grapple.js	748	prose-field	${reactorToken.name}: choose which grappler to contest.
scripts/combat/overwatch.js	313	notification	Debug: Token Size ${token.document.width}x${token.document.height}, Max Threat: ${maxThreat}
scripts/combat/overwatch.js	317	notification	Threat debug visualization currently only supports hex grids
scripts/combat/overwatch.js	388	notification	Select exactly 2 tokens to measure distance.
scripts/combat/overwatch.js	482	notification	Distance: ${distance} spaces (${token1.name} ↔ ${token2.name})
scripts/combat/overwatch.js	271	dialog-title	Overwatch Alert
scripts/combat/overwatch.js	274	ui-label	ACKNOWLEDGE
scripts/combat/reinforcement.js	11	notification	You must be in combat to use this reinforcement system!
scripts/combat/reinforcement.js	19	notification	Please select at least one token!
scripts/combat/reinforcement.js	139	notification	${placeholderData.length} token(s) will appear at round ${targetRound}
scripts/combat/reinforcement.js	33	dialog-title	Delayed Appearance
scripts/combat/reinforcement.js	206	dialog-title	NPCs Arriving
scripts/combat/reinforcement.js	34	html-content	         <form>           <div class="form-group">             <label>How many rounds until tokens appear?</label>             <input type="number" name="rounds" min="1" value="1" autofocus />           </div>         </form>       
scripts/combat/reinforcement.js	207	html-content	           <form>             <p>Select which NPCs will appear:</p>             ${checkboxes}           </form>         
scripts/combat/reinforcement.js	292	html-content	<h3>🎭 ${selectedToAppear.length} NEW NPC${selectedToAppear.length > 1 ? 'S' : ''} HAS ARRIVED</h3>
scripts/combat/terrain-utils.js	226	notification	${actorName} ignored dangerous terrain.
scripts/combat/terrain-utils.js	163	dialog-title	Dangerous Terrain :: ENG
scripts/combat/terrain-utils.js	176	dialog-title	Dangerous Terrain
scripts/combat/terrain-utils.js	214	dialog-title	TERRAIN IMMUNITY
scripts/combat/terrain-utils.js	215	prose-field	<b>${actorName}</b> entered dangerous terrain.<hr>Immunity from: <i>${immunitySourceNames.join(", ")}</i>
scripts/combat/terrain-utils.js	222	prose-field	Activate (Ignore Terrain)
scripts/combat/terrain-utils.js	232	prose-field	No (Apply Effect)
scripts/fx/actionFX.js	152	notification	No audio preview for "${action}".
scripts/fx/statusFX.js	211	notification	StatusFX configuration saved.
scripts/fx/statusFX.js	214	notification	Some Action FX use JB2A Patreon assets. Without it, those effects are skipped.
scripts/fx/statusFX.js	1160	notification	Lancer Automations StatusFX is active — csm-lancer-qol\'s 
scripts/fx/statusFX.js	134	dialog-title	Lancer Automations — Status FX Configuration
scripts/integrations/alt-sheets-flags.js	224	text-node	Show in Token Bar
scripts/interactive/action-overlays.js	76	dev-message	setActionOverlay: target and actionName are required.
scripts/interactive/canvas-helpers.js	2602	notification	${token.name} is IMMOVABLE and is being moved anyway.
scripts/interactive/cards.js	30	dialog-title	SELECT TARGETS
scripts/interactive/cards.js	31	dialog-title	KNOCKBACK
scripts/interactive/cards.js	32	dialog-title	PLACE TOKEN
scripts/interactive/cards.js	33	dialog-title	PLACE ZONE
scripts/interactive/cards.js	34	dialog-title	CHOICE
scripts/interactive/cards.js	35	dialog-title	DEPLOY
scripts/interactive/cards.js	36	dialog-title	VOTE
scripts/interactive/cards.js	37	dialog-title	HASE CONTEST
scripts/interactive/cards.js	38	dialog-title	FORCE CHECK
scripts/interactive/cards.js	39	dialog-title	ROLL
scripts/interactive/cards.js	40	dialog-title	MOVE
scripts/interactive/cards.js	184	dialog-title	INFO
scripts/interactive/combat.js	25	notification	No actor found. Select a token or provide an actor.
scripts/interactive/combat.js	53	notification	No throwable weapons found for ${activeActor.name}.
scripts/interactive/combat.js	69	notification	All throwable weapons for ${activeActor.name} are unavailable.
scripts/interactive/combat.js	126	notification	You do not own ${token.name} and cannot revert their movement.
scripts/interactive/combat.js	162	notification	${token.name} has no movement history to revert.
scripts/interactive/combat.js	197	notification	Movement history cleared for: ${tokenNames}.
scripts/interactive/combat.js	216	notification	No active users found.
scripts/interactive/combat.js	359	notification	No recipients selected.
scripts/interactive/combat.js	364	notification	No options provided.
scripts/interactive/combat.js	432	notification	Sent card to ${selectedUserIds.length} users.
scripts/interactive/combat.js	737	notification	No ${isMech ? 'mounts' : 'weapons'} found.
scripts/interactive/combat.js	991	notification	No systems found.
scripts/interactive/combat.js	1086	dev-message	choseTrait: only NPC actors are supported.
scripts/interactive/combat.js	1118	notification	No traits found.
scripts/interactive/combat.js	1348	notification	TechAttackFlow not found in game.lancer.flows.
scripts/interactive/combat.js	74	dialog-title	THROW WEAPON
scripts/interactive/combat.js	346	dialog-title	Choice Configuration
scripts/interactive/combat.js	1266	dialog-title	Choose Invade
scripts/interactive/combat.js	263	placeholder	Option Text
scripts/interactive/combat.js	75	prose-field	Select a throwable weapon to attack with.
scripts/interactive/combat.js	857	prose-field	Select up to ${numberToChoose} ${isMech ? 'mount(s)' : 'weapon(s)'}.
scripts/interactive/combat.js	1045	prose-field	Select up to ${numberToChoose} system(s).
scripts/interactive/combat.js	1160	prose-field	Select up to ${numberToChoose} trait(s).
scripts/interactive/deployables.js	82	notification	Failed to create Template Throw actor.
scripts/interactive/deployables.js	196	notification	Failed to create Template Hard Cover actor.
scripts/interactive/deployables.js	252	notification	No valid token selected.
scripts/interactive/deployables.js	265	notification	No thrown weapons found for this character.
scripts/interactive/deployables.js	307	notification	Picked up ${weaponName}.
scripts/interactive/deployables.js	690	notification	No owner actor specified.
scripts/interactive/deployables.js	727	notification	Deployable not found: ${input}
scripts/interactive/deployables.js	754	notification	Failed to create deployable actor for: ${input}
scripts/interactive/deployables.js	757	notification	Created ${actorData.name}
scripts/interactive/deployables.js	788	notification	No valid deployables found.
scripts/interactive/deployables.js	952	dev-message	addItemFlags: item and flags object are required.
scripts/interactive/deployables.js	970	dev-message	removeItemFlags: item and flags object are required.
scripts/interactive/deployables.js	988	dev-message	addActorFlags: actor and flags object are required.
scripts/interactive/deployables.js	1006	dev-message	removeActorFlags: actor and flags object are required.
scripts/interactive/deployables.js	1024	dev-message	addTokenFlags: token and flags object are required.
scripts/interactive/deployables.js	1042	dev-message	removeTokenFlags: token and flags object are required.
scripts/interactive/deployables.js	1060	dev-message	getTokenFlags: token is required.
scripts/interactive/deployables.js	1084	dev-message	lockActorAction: actionName is required.
scripts/interactive/deployables.js	1098	dev-message	lockActorAction: actor, actionName and sourceId are required.
scripts/interactive/deployables.js	1127	dev-message	lockActorActionTypes: at least one activation type is required.
scripts/interactive/deployables.js	1151	dev-message	lockActorActionTypes: actor, activationTypes and sourceId are required.
scripts/interactive/deployables.js	1199	dev-message	unlockActorActionTypes: actor, activationTypes and sourceId are required.
scripts/interactive/deployables.js	1230	dev-message	unlockActorAction: actor, actionName and sourceId are required.
scripts/interactive/deployables.js	1334	notification	No item provided to setItemAsActivated.
scripts/interactive/deployables.js	1416	notification	No valid token selected.
scripts/interactive/deployables.js	1423	notification	No activated items found for ${token.name}.
scripts/interactive/deployables.js	1497	dev-message	addExtraActions: target is required.
scripts/interactive/deployables.js	1537	notification	Tag(s) ${dropped.join(', ')} already on ${doc.name}, removed from extra action "${actionAny.name}".
scripts/interactive/deployables.js	1629	notification	${entry.name} is not loaded.
scripts/interactive/deployables.js	1639	notification	${entry.name} is uncharged.
scripts/interactive/deployables.js	1650	notification	${entry.name} has no uses left.
scripts/interactive/deployables.js	1661	notification	${entry.name}: per-turn limit reached.
scripts/interactive/deployables.js	1672	notification	${entry.name}: per-round limit reached.
scripts/interactive/deployables.js	1812	dev-message	setHidePrimaryAction: an Item (or its uuid) is required.
scripts/interactive/deployables.js	1923	dev-message	addExtraDeploymentLids: target is required.
scripts/interactive/deployables.js	1930	dev-message	addExtraDeploymentLids: each entry must be a LID string or { lid, ... } object.
scripts/interactive/deployables.js	1988	dev-message	addExtraDeploymentActor: target is required.
scripts/interactive/deployables.js	1994	dev-message	addExtraDeploymentActor: actors must be an Actor, UUID, or array of them.
scripts/interactive/deployables.js	2023	dev-message	addExtraDeploymentActor: skipping non-actor input: ${typeof input === 'string' ? input : input?.name}
scripts/interactive/deployables.js	2166	notification	Copied LID: ${lid}
scripts/interactive/deployables.js	2314	notification	Copied UUID: ${uuid}
scripts/interactive/deployables.js	2399	dev-message	promptLinkOrUnlinkActor: token has no actor.
scripts/interactive/deployables.js	2422	notification	Unlinked ${target.actor?.name ?? target.name} from ${owner.name}.
scripts/interactive/deployables.js	2428	notification	Linked ${target.actor?.name ?? target.name} to ${owner.name}.
scripts/interactive/deployables.js	2563	dev-message	getItemFlags: item is required.
scripts/interactive/deployables.js	2581	dev-message	getActorFlags: actor is required.
scripts/interactive/deployables.js	2608	notification	Actor and item are required.
scripts/interactive/deployables.js	2616	notification	No deployables found on ${item.name}.
scripts/interactive/deployables.js	2631	notification	${item.name} has no uses remaining.
scripts/interactive/deployables.js	2639	notification	${item.name} is uncharged. You must reload or recharge it before deploying.
scripts/interactive/deployables.js	2685	notification	No actor specified.
scripts/interactive/deployables.js	2696	notification	No deployables found for ${actor.name}.
scripts/interactive/deployables.js	2829	notification	No deployables available for ${actor.name}.
scripts/interactive/deployables.js	3067	notification	Created ${actorData.name}
scripts/interactive/deployables.js	3099	notification	No valid token selected.
scripts/interactive/deployables.js	3112	notification	No deployed items found for this character.
scripts/interactive/deployables.js	3182	notification	Recalled ${deployableName}.
scripts/interactive/deployables.js	3203	notification	No items available to pick.
scripts/interactive/deployables.js	3291	notification	No valid actor provided for reloading.
scripts/interactive/deployables.js	3304	notification	${name} has no unloaded weapons to reload!
scripts/interactive/deployables.js	3318	notification	${name}'s ${chosenWeapon.name} reloaded!
scripts/interactive/deployables.js	3342	notification	No valid actor provided for recharging.
scripts/interactive/deployables.js	3369	notification	${name} has no depleted systems to recharge!
scripts/interactive/deployables.js	3400	notification	${name}'s ${chosen.name} recharged!
scripts/interactive/deployables.js	273	dialog-title	PICK UP WEAPON
scripts/interactive/deployables.js	1428	dialog-title	END ITEM ACTIVATION
scripts/interactive/deployables.js	2409	dialog-title	LINK / UNLINK ACTOR
scripts/interactive/deployables.js	2980	dialog-title	Deploy Actors
scripts/interactive/deployables.js	3006	dialog-title	DEPLOY ${item.deployableName}
scripts/interactive/deployables.js	3151	dialog-title	RECALL DEPLOYABLE
scripts/interactive/deployables.js	3309	dialog-title	CHOOSE WEAPON TO RELOAD
scripts/interactive/deployables.js	3374	dialog-title	CHOOSE SYSTEM TO RECHARGE
scripts/interactive/deployables.js	3469	dialog-title	LINK DEPLOYABLE
scripts/interactive/deployables.js	3491	dialog-title	LINK DEPLOYABLE
scripts/interactive/deployables.js	2121	ui-label	<i class="fas fa-times"></i> Close
scripts/interactive/deployables.js	2269	ui-label	<i class="fas fa-times"></i> Close
scripts/interactive/deployables.js	2985	ui-label	Deploy
scripts/interactive/deployables.js	3013	ui-label	Cancel
scripts/interactive/deployables.js	2109	placeholder	Search by name or LID...
scripts/interactive/deployables.js	2261	placeholder	Search by name or UUID...
scripts/interactive/deployables.js	274	prose-field	${thrownTokens.length} thrown weapon(s) available.
scripts/interactive/deployables.js	1429	prose-field	Select an activated item to end for ${token.name}:
scripts/interactive/deployables.js	2410	prose-field	Pick a token to link. Already-linked tokens will be unlinked.
scripts/interactive/deployables.js	3152	prose-field	${deployedTokens.length} deployed item(s) available. Red highlights indicate deployables with Recall.
scripts/interactive/deployables.js	3310	prose-field	Select which of ${name}'s weapons to reload:
scripts/interactive/deployables.js	3375	prose-field	Select which of ${name}'s systems to recharge:
scripts/interactive/deployables.js	3470	prose-field	Which token owns the deployed ${deployableActor.name}?
scripts/interactive/deployables.js	3492	prose-field	Which item deployed ${deployableActor.name}?
scripts/interactive/detail-renderers.js	433	ui-label	EXTRA DEPLOYABLE
scripts/interactive/extra-config-dialog.js	39	dev-message	openExtraConfigDialog: not a valid Item
scripts/interactive/extra-config-dialog.js	151	dialog-title	Extra Config
scripts/interactive/extra-config-dialog.js	154	ui-label	Close
scripts/interactive/extra-config-dialog.js	152	html-content	<div class="la-ec-body">${renderContent()}</div>
scripts/interactive/extras-dialog.js	162	dev-message	openExtrasDialog: no target (actor or item).
scripts/interactive/extras-dialog.js	711	notification	Action needs a name.
scripts/interactive/extras-dialog.js	989	notification	Could not add extra bar.
scripts/interactive/extras-dialog.js	90	dialog-title	Add Deployable Actor
scripts/interactive/extras-dialog.js	453	dialog-title	Extras
scripts/interactive/extras-dialog.js	92	ui-label	Close
scripts/interactive/extras-dialog.js	457	ui-label	Save
scripts/interactive/extras-dialog.js	87	placeholder	Search actors...
scripts/interactive/extras-dialog.js	350	placeholder	Name
scripts/interactive/extras-dialog.js	353	placeholder	Detail (optional)
scripts/interactive/extras-dialog.js	397	placeholder	Search actors...
scripts/interactive/extras-dialog.js	403	placeholder	Label
scripts/interactive/extras-dialog.js	407	placeholder	Value
scripts/interactive/network.js	216	dev-message	lancer-automations | "${offlineNames}" offline — ${fallbackName} will handle the choice instead.
scripts/interactive/network.js	219	dev-message	lancer-automations | "${offlineNames}" offline — removed from choice recipients.
scripts/interactive/network.js	766	notification	${responderName} declined the choice.
scripts/interactive/network.js	828	notification	${responderName || 'The requester'} cancelled the choice card.
scripts/interactive/network.js	830	notification	${responderName} took the choice card.
scripts/interactive/network.js	943	notification	No votes cast yet.
scripts/interactive/network.js	1227	notification	Vote concluded — winner: ${winnerText}
scripts/interactive/network.js	1243	notification	The vote was cancelled.
scripts/interactive/network.js	334	dialog-title	Cancel Choice?
scripts/interactive/network.js	413	dialog-title	Cancel Choice?
scripts/interactive/network.js	966	dialog-title	Vote Tie
scripts/interactive/network.js	1005	dialog-title	Cancel Vote?
scripts/interactive/network.js	335	html-content	<p>Are you sure you want to cancel the <b>${title}</b> choice card for all recipients?</p>
scripts/interactive/network.js	414	html-content	<p>Are you sure you want to cancel the <b>${title}</b> choice card for all recipients?</p>
scripts/interactive/network.js	967	html-content	<p>There is a tie between: ${tiedNames}.</p><p>Pick the winner or cancel.</p>
scripts/interactive/network.js	1006	html-content	<p>Are you sure you want to cancel the <b>${title}</b> vote?</p>
scripts/interactive/tools/advancedMeasure.js	2986	dialog-title	Advanced Measure Tool
scripts/interactive/tools/advancedMeasure.js	1963	text-node	no token
scripts/interactive/tools/advancedMeasure.js	2204	text-node	(no weapons)
scripts/interactive/tools/advancedMeasure.js	2993	prose-field	Advanced Measure Tool
scripts/interactive/tools/chooseToken.js	880	notification	Blast center out of range.
scripts/interactive/tools/chooseToken.js	921	notification	Burst target out of range.
scripts/interactive/tools/chooseToken.js	961	notification	Area center out of range.
scripts/interactive/tools/chooseToken.js	1065	notification	Maximum of ${count} target(s) already selected.
scripts/interactive/tools/chooseToken.js	1541	notification	Maximum of ${count} targets already selected.
scripts/interactive/tools/chooseToken.js	1688	dev-message	chooseToken: ${preSelected.length} pre-selected tokens but count is ${count}; only the first ${count} will be used.
scripts/interactive/tools/chooseToken.js	1102	ui-label	Area ${idx + 1}
scripts/interactive/tools/forceCheck.js	46	dialog-title	Force Check
scripts/interactive/tools/forceCheck.js	139	dialog-title	FORCE CHECK
scripts/interactive/tools/haseContest.js	176	dialog-title	HASE CONTEST
scripts/interactive/tools/moveToken.js	94	notification	Movement blocked by ${blocked.name}.
scripts/interactive/tools/moveTokenRuler.js	426	notification	Pick a destination first.
scripts/interactive/tools/moveTokenRuler.js	461	notification	Destination is out of range.
scripts/interactive/tools/placeZone.js	116	dev-message	placeZone: template preset "${_opts.preset}" not found.
scripts/interactive/tools/placeZone.js	483	notification	Target is out of range!
scripts/main.js	594	notification	Please select a token first.
scripts/main.js	813	notification	Lancer Automations: the Status Icon Halo setting duplicates the Status Halo module. Disable one of them.
scripts/main.js	511	dialog-title	Movement History: ${token.name}
scripts/main.js	1637	dialog-title	Lancer Automations
scripts/main.js	2049	dialog-title	ACTIVATE IMMUNITY?
scripts/main.js	1784	tooltip	Resistance to ${capitalizedType}
scripts/main.js	1857	tooltip	Lancer EffectManager
scripts/main.js	2342	text-node	Lancer Automations
scripts/main.js	1171	prose-field	LaSossis's item activations
scripts/main.js	1179	prose-field	Personal tweaks
scripts/main.js	2050	prose-field	<b>${actor.name}</b> affected by <b>${statusId}</b>.<hr>Immunity from: <i>${immunitySources.join(", ")}</i>. Activate?
scripts/main.js	2055	prose-field	Yes (Resist Effect)
scripts/main.js	2064	prose-field	No (Allow Effect)
